Issue key,Issue id,Summary,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Status
PP-1932,645357,QCC - Patient Records tabpage Milestone Schedule,Roche Sprint 11,,,,,,Closed
PP-4187,741891,Enhancement to agent code/referrer code overlay implementation,,,,,,,Rejected
PP-1926,645326,QCC - QCC's Scheduled Appointments tabpage (Homepage),Roche Sprint 11,,,,,,Closed
PP-1940,645729,QCC - Reports Milestone Schedule tabepage (previsously called 'Reports Contact Schedule')   ,Roche Sprint 11,,,,,,Closed
PP-1899,643613,FR204 - Contact Activities Logic,Roche Sprint 11,,,,,,Closed
PP-1931,645356,QCC - Patient Records tabpage  Add Contact Activities popup,Roche Sprint 11,,,,,,Closed
PP-1930,645346,QCC - Patient Records tabpage  Contact Activities,Roche Sprint 11,,,,,,Closed
PP-1921,645310,PATIENT - Thank you email communication,Roche Sprint 11,,,,,,Closed
PP-4354,753618,External link (3rd party) Exit Disclaimer popup,Roche Sprint 11,,,,,,Closed
PP-4298,750007,Addition of privacy policy checkbox on patient registration form,Roche Sprint 11,,,,,,Closed
PP-4295,749929,Need 'Terms and Conditions' page + link in footer,Roche Sprint 11,,,,,,Closed
PP-4382,756261,"Multi-country urls,  logging in",Roche Sprint 11,,,,,,Closed
PP-1865,643339,FR004 - Google Analytics/Tagging,Roche Sprint 11,,,,,,Closed
PP-1898,643612,FR203 - Milestone Schedule Logic,Roche Sprint 11,,,,,,Closed
PP-1900,643617,FR205 - Patient Reg: Settings For Contact Activities & Scheduled Milestones,Roche Sprint 11,,,,,,Closed
PP-1938,645678,QCC - Reports tabpage,Roche Sprint 11,,,,,,Closed
PP-1939,645724,QCC - Reports Contact Activities tabpage,Roche Sprint 11,,,,,,Closed
PP-4383,756265,'US Prescribing Information' and 'Medication Guide',Roche Sprint 11,,,,,,Closed
PP-3122,681544,Roche Pregnancy Registry - Demo Feedback - Sprint 1,,,,,,,Closed
PP-4215,743635,Respivant Scenic - configure information that displays for study sites within ePR,,,,,,,Development Complete
PP-3324,702173,Esperion/Kowa - use of promotional codes to track direct mail source of users,,,,,,,Closed
PP-3399,706212,Addition of agent field in vanity url entry point form,,,,,,,Closed
PP-4212,743583,Interim solution for alternate overlay functionality,,,,,,,Closed
PP-1864,643338,FR003 - Mobile Compatibility,,,,,,,Closed
PP-1863,643337,FR002 - Browser Compatibility,,,,,,,Closed
PP-4177,739492,Make condition of interest field optional (ESTIMATE),,,,,,,Closed
PP-4178,739495,contact form validation and submit button behaviour (ESTIMATE),,,,,,,Closed
PP-3494,709746,Kowa/Esperion ePR - Changes to contact information form,,,,,,,Closed
PP-3316,701051,Question number and visual progress indicator for question skipping logic in screener,,,,,,,Closed
PP-1866,643340,FR005 - MultiCountry Sites,,,,,,,Closed
PP-1875,643352,FR014 - System Values,,,,,,,Closed
PP-3348,702948,Profile - add condition,,,,,,,Rejected
PP-3353,703934,*DESCOPED* Existing extracts and questionnaire data is ported across to CR.com,,,,,,,Rejected
PP-3114,681467,*OUT OF SCOPE* Medications - Interactions page,,,,,,,Rejected
PP-3115,681468,OUT OF SCOPE Medications - Comments page,,,,,,,Rejected
PP-3116,681469,*OUT OF SCOPE* Medications - Fact & Figures page,,,,,,,Rejected
PP-3117,681470,Health Conditions - menu + List of Conditions data,,,,,,,Rejected
PP-3118,681471,Health Conditions - Overview page,,,,,,,Rejected
PP-3105,681454,Migrate mediguard user base into cr.com - overview,,,,,,,Rejected
PP-3106,681457,Allow users to track medications for others,,,,,,,Rejected
PP-3101,681447,Integrate fully into ClinicalResearch.com,,,,,,,Rejected
PP-3102,681450,Questionnaire management,,,,,,,Rejected
PP-3103,681451,Build assets/emails for Mediguard user base transitioning to cr.com portal,,,,,,,Rejected
PP-3104,681453,Changes to exisiting cr.com static pages,,,,,,,Rejected
PP-3109,681461,MediGuard - Homepage features,,,,,,,Rejected
PP-3107,681458,New Call To Action widgets linking to new MediGuard pages,,,,,,,Rejected
PP-3108,681459,Social Media - ShareThis,,,,,,,Rejected
PP-1896,643607,FR201 - Patient Reg: Upon Registration send patient info to QCC,Roche Sprint 11,,,,,,Closed
PP-3780,725036,QCC - Patient Records tabpage - Filtering functionality,Roche Sprint 9,,,,,,Closed
PP-3339,702833,Registration - forgotten password user journey,2019Mar Sprint - 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,,3,Closed
PP-3354,703993,I can edit an existing survey,,,,,,,Rejected
PP-3325,702241,User query tool - build a query to form an extract of user data,,,,,,,Rejected
PP-1912,645243,US003 - US Patient Reg: Welcome SMS,Roche Sprint 10,,,,,,Closed
PP-4128,737359,Welcome email to be triggered when QCC verifies a Patient record and enrolls that Patient onto the registry,Roche Sprint 10,,,,,,Closed
PP-4130,737681,"Sprint 9 Demo Outcome - QCC Patient Records tabpage Profile Details, HCP details to opne in a new browser window",Roche Sprint 10,,,,,,Closed
PP-4121,736447,"QCC - Patient Records tabpage Profile Details, HCP Contact Card Clarification ",Roche Sprint 10,,,,,,Closed
PP-3977,730198,"QCC - HCP Records tabpage Profile Details, COUNTRY DROPDOWN",Roche Sprint 10,,,,,,Closed
PP-3928,728790,"QCC - Patient Records tabpage, Add HCP popup",Roche Sprint 10,,,,,,Closed
PP-3863,728204,Patient profile - move between profiles associated to an account,2019 Apr CR.com Sprint5,,,,,9,Closed
PP-3806,726032,Site selection search results should be restricted by country,,,,,,,Closed
PP-3841,726801,"Users country/language should be based upon the URL visited, not GEO IP",,,,,,,Closed
PP-4191,742290,Set up SVT en-GB URL for Eiger D-LIVR,,,,,,,Closed
PP-3730,719556,UI change - mobile devices - CTA button,,,,,,,Closed
PP-3847,727411,Patient profile - adding further profiles to my account,2019 Apr CR.com Sprint5,,,,,13,Closed
PP-3729,719555,Esperion Kowa - add anchor tag to pre-screener questions,,,,,,,Closed
PP-4184,741175,UI change - mobile devices - CTA button,,,,,,,Closed
PP-3497,709749,Remove cr.com sign up from success page,,,,,,,Closed
PP-3496,709748,Remove success-signed-up page,,,,,,,Closed
PP-3323,702171,Language value and country value associated to site opt in and to site selection,,,,,,,Closed
PP-3400,706331,Ability to configure the UTM mapping of patient and agent ID,,,,,,,Closed
PP-3848,727412,Patient profile - medication and condition start date,2019 Apr CR.com Sprint4,2019 Apr CR.com Sprint5,,,,5,Closed
PP-2004,647918,*Descoped* FR-014 - Alternate contact information ,,,,,,,Rejected
PP-1928,645330,QCC - Patient Records tabpage  Add Patient,Roche Sprint 9,,,,,,Closed
PP-1911,645242,US002 - US Patient Reg: Welcome Email,Roche Sprint 9,,,,,,Closed
PP-3585,713377,QCC - HCP Records tabpage Associated Patients,Roche Sprint 9,,,,,,Closed
PP-1929,645332,QCC - Patient Records tabpage  Profile Details (View & Edit),Roche Sprint 9,,,,,,Closed
PP-1933,645358,QCC - Patient Records tabpage  Edit Patient,,,,,,,Closed
PP-3171,686653,CHANGE REQUEST 001 - QCC - Edit Patient (CR001 changes),,,,,,,Closed
PP-3170,686651,CHANGE REQUEST -001 - QCC - Add Patient (CR001 changes),,,,,,,Closed
PP-3241,693549,Sprint Demo Feedback,,,,,,,Closed
PP-3956,729180,Registration - password strength can be content managed,2019 Apr CR.com Sprint5,,,,,,Closed
PP-3850,727560,Patient profile - add a condition,2019 Apr CR.com Sprint4,,,,,13,Closed
PP-3346,702933,Registration - former mediguard user registration ,2019Mar Sprint - 1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,2019 Apr CR.com Sprint4,,2,Closed
PP-3417,707801,Registration - previously subscribed CR.com user registration process,2019Mar Sprint - 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,2019 Apr CR.com Sprint4,3,Closed
PP-3419,707851,One time use password character restrictions,2019Mar Sprint - 1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,2019 Apr CR.com Sprint5,,,Rejected
PP-3100,681341,Amend cr.com to allow for Users to Log In - overview,CR.com Sprint 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,,,,Closed
PP-3183,687377,CHANGE REQUEST 001 - QCC Account Details  (CR001 changes),,,,,,,Closed
PP-1941,645736,QCC - My Details tabpage,Roche Sprint 7,,,,,,Closed
PP-3166,686297,"CHANGE REQUEST 001 - Patient - Country dropdown, Country Flag + Code for Tel Numbers, Preferred Language",Roche Sprint 4,,,,,,Closed
PP-3175,686660,CHANGE REQUEST 001 - HCP - My Details,,,,,,,Closed
PP-3174,686659,CHANGE REQUEST 001 - HCP - Register New Referral (CR001 changes),,,,,,,Closed
PP-3173,686656,CHANGE REQUEST 001 - QCC - Edit HCP (CR001 changes),,,,,,,Closed
PP-3524,711280,Registration - Invitation and password reset emails contain a unique token which expires after a period of time,2019Mar Sprint - 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,,5,Closed
PP-3172,686654,CHANGE REQUEST 001 - QCC - Add HCP (CR001 changes),,,,,,,Closed
PP-3344,702928,Registration - Logged in user follows ‘change password’ path,2019Mar Sprint - 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,,5,Closed
PP-3343,702850,Registration - user confirms registration and sets new password,2019Mar Sprint - 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,,5,Closed
PP-3345,702931,Registration - Account log in failure and lock out criteria,2019Mar Sprint - 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,,3,Closed
PP-3418,707848,Registration - password strength requirements,2019Mar Sprint - 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,,2,Closed
PP-3342,702844,Registration - new user registers on CR.com,2019Mar Sprint - 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,,8,Closed
PP-1937,645622,QCC - HCP Records tabpage  Edit HCP,Roche Sprint 8,,,,,,Closed
PP-2916,674759,FR011A - Site Header (design A),Roche Sprint 8,,,,,,Closed
PP-1935,645605,QCC - HCP Records tabpage  Profile Details,Roche Sprint 8,,,,,,Closed
PP-3735,720036,QCC - HCP Records tabpage - Filtering functionality,Roche Sprint 8,,,,,,Closed
PP-3245,696231,CHANGE REQUEST CR006 - Tool Tips,Roche Sprint 8,,,,,,Closed
PP-1927,645327,QCC - Patient Records tabpage - excluding the Filtering functionality,Roche Sprint 8,,,,,,Closed
PP-3495,709747,Changes to 'DNQ' form,,,,,,,Rejected
PP-1274,594041,Custom implementation of study locations,,,,,,,Closed
PP-1489,610977,Site details display on interaction with map interface (Medeor Mercury),,,,,,,Closed
PP-504,473836,A user is able to find their nearest study site based on their own zip/postal code,,,,,,,Closed
PP-1948,645749,HCP - Account Details,Roche Sprint 7,,,,,,Closed
PP-1934,645602,"QCC - HCP Records tabpage, excluding the Filtering functionality",Roche Sprint 7,,,,,,Closed
PP-1874,643350,FR013 - Pagination Controls + Vertical Scroll Bar,Roche Sprint 7,,,,,,Closed
PP-1925,645325,QCC - QCC Specific Pages,Roche Sprint 7,,,,,,Closed
PP-1272,593843,Cr.Com - Deactivated Healthday article appearing in searches,,,,,,,Closed
PP-3357,704012,Survey - on completion of a survey with an associated token of appreciation the user is able to add address information,,,,,,,Rejected
PP-3525,711535,Cypress - move the share functionality to the footer ,,,,,,,Rejected
PP-3199,689555,CHANGE REQUEST CR004 - Addition of Re-subscribe functionality,Roche Sprint 6,,,,,,Closed
PP-1946,645746,HCP - Register New Referral,Roche Sprint 6,,,,,,Closed
PP-1942,645740,HCP - Country Selector,Roche Sprint 6,,,,,,Closed
PP-1923,645321,QCC - Country Selector,Roche Sprint 6,,,,,,Closed
PP-1947,645748,HCP - Resources,Roche Sprint 6,,,,,,Closed
PP-3487,709379,"CHANGE REQUEST 007 -  Log In page design, Error Message placement",Roche Sprint 6,,,,,,Closed
PP-1924,645322,QCC - Login Procedure,Roche Sprint 6,,,,,,Closed
PP-1945,645743,HCP - Registry Details page (homepage),Roche Sprint 6,,,,,,Closed
PP-1944,645742,HCP - HCP Specific Pages,Roche Sprint 6,,,,,,Closed
PP-1943,645741,HCP - Login Procedure,Roche Sprint 6,,,,,,Closed
PP-3491,709411,"CHANGE REQUEST 008 - Home Page, Register button placement",Roche Sprint 6,,,,,,Closed
PP-3263,697030,"site selection UI, support for two protocols",,,,,,,Rejected
PP-2575,657140,Questionnaire error pages,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-3326,702654,protocol configuration around data points,,,,,,,Closed
PP-3251,696554,The epr instance is integrated with referral hub (configuration),,,,,,,Closed
PP-3249,696550,the ePR instance supports two distinct studies/protocols,,,,,,,Closed
PP-3248,696549,Create new ePR instance,,,,,,,Closed
PP-3272,698882,CYPRESS - add approved branding to instance,,,,,,,Closed
PP-3266,697635,Security questions and answers currently in Mongo DB & unencrypted,,,,,,,Open
PP-2599,659690,Eiger D-LIVR - Configure marketing component,,,,,,,Closed
PP-2600,659691,Eiger D-LIVR - Configure sitecore analytics,,,,,,,Closed
PP-1936,645608,QCC - HCP Records tabpage  Add HCP,Roche Sprint 5,,,,,,Closed
PP-3201,690265,CHANGE REQUEST CR005 - Forgotten Password FR112,Roche Sprint 5,,,,,,Closed
PP-1913,645254,US004 - US Patient Reg: Daily Email Notification to QCC users informing of recent registrations,Roche Sprint 5,,,,,,Closed
PP-1871,643346,FR010 - User Roles within Roche Pregnancy Registry,Roche Sprint 5,,,,,,Closed
PP-1870,643345,FR009 - Password Policy,Roche Sprint 5,,,,,,Closed
PP-1877,643361,FR016 - User Record unique identifier,Roche Sprint 5,,,,,,Closed
PP-1994,647908,FR-004 - Email hard bounce back,SPN - AZ MCL Sprint 1,,,,,,Closed
PP-3317,701053,Interface to manage priority of protocol and site in Sitecore,,,,,,,Closed
PP-3250,696551,The ePR instance supports weighting/prioritisation of protocol and specific sites which affects which sites are available for selection,,,,,,,Closed
PP-3252,696558,the ePR instance should support threshold management,,,,,,,Closed
PP-2884,670071,Revised dashboard page (phase 2),,,,,,,Rejected
PP-2887,670076,Dashboard Action Items widget change (phase 2),,,,,,,Rejected
PP-1983,647331,Retrophin PROTECT - Create/Configure CTMS incoming feed,,,,,,,Closed
PP-1976,647064,Retrophin PROTECT -  add branding to ePR instance,,,,,,,Closed
PP-1988,647341,Retrophin PROTECT - UAT,,,,,,,Closed
PP-1978,647066,Retrophin PROTECT - Configure Sitecore Analytics ,,,,,,,Closed
PP-1977,647065,Retrophin PROTECT - Configure marketing component ,,,,,,,Closed
PP-1984,647332,Retrophin PROTECT - Configure Referral DB ,,,,,,,Closed
PP-1975,647061,Retrophin PROTECT - add content to ePR instance,,,,,,,Closed
PP-1987,647340,Retrophin PROTECT - Registration Followup Emails (2day & 7day) ,,,,,,,Closed
PP-1985,647333,Retrophin PROTECT - Create & publish build using CI/CD,,,,,,,Closed
PP-1986,647335,Retrophin PROTECT - Emails,,,,,,,Closed
PP-1979,647068,"Retrophin PROTECT - Configure survey gizmo, Metadata and Google Analytics (content editor) ",,,,,,,Closed
PP-1805,639036,Retrophin PROTECT - Create new ePR instance  [IgANPROTECT.com],,,,,,,Closed
PP-2609,659942,Eiger D-LIVR - ePR portal to be multi-lingual (Country/Language selector needed),,,,,,,Closed
PP-2582,657913,Eiger D-LIVR - For Info Tactic Brief,,,,,,,Closed
PP-3213,691570,Revised My Questionnaire layout for AZ MCL ,,,,,,,Development Complete
PP-3212,691569,Revised dashboard layout for AZ MCL,,,,,,,Development Complete
PP-1892,643461,FR113 - Forgotten Password / Reset Password Email,Roche Sprint 4,,,,,,Closed
PP-3181,687334,CHANGE REQUEST 002 - CLARIFICATION - Language/Country Selector in Header to be Geo IP based,Roche Sprint 4,,,,,,Closed
PP-1894,643490,FR115 - First Time Login (3-step process),Roche Sprint 4,,,,,,Closed
PP-1893,643464,FR114 - Logging in with a temporary (Reset) Password,Roche Sprint 4,,,,,,Closed
PP-3182,687337,CHANGE REQUEST 003 - Patient Physical Address fields to be switchable hidden/shown,Roche Sprint 4,,,,,,Closed
PP-3246,696522,First Time login failure with correct password,,,,,,,Development Complete
PP-1891,643459,FR112 - Forgotten Password Functionality,Roche Sprint 3,,,,,,Closed
PP-1890,643457,FR111 - Log in,Roche Sprint 3,,,,,,Closed
PP-1922,645319,PATIENT - Unsubscribed from Communication Program,Roche Sprint 3,,,,,,Closed
PP-1918,645265,PATIENT - Account Management Page,Roche Sprint 3,,,,,,Closed
PP-3214,691580,Questionnaire content changes,,,,,,,Open
PP-3215,691594,Removal of bell 'alert' icon from header *provisional*,,,,,,,Rejected
PP-1878,643366,ADMIN/App Support - Add/Edit QCC User,Roche Sprint 3,,,,,,Closed
PP-2286,652582,FR-303 - Completed ePROs/questionnaires are submitted to the eDC,SPN - AZ MCL Sprint 4,,,,,,Closed
PP-2971,676309,Soft Warning,,,,,,,Closed
PP-2814,666282,Jazz Chords - add content to ePR instance,,,,,,,Closed
PP-3010,677934,Enable editing of Twitter & Facebook metatags in Sitecore,,,,,,,Closed
PP-1895,643606,FR200 - Patient Reg: (Registration Form) Patient wants to get more info,Roche Sprint 2,,,,,,Closed
PP-3008,677842,Opting into or out of SMS reminders prompts a message to be sent,,,,,,,Closed
PP-1351,594868,Seres Eco-Reset - add content to ePR instance,,,,,,,Closed
PP-1352,594869,Seres Eco-Reset - addition of branding,,,,,,,Closed
PP-1353,594870,Seres Eco-Reset - sitecore analytics configuration,,,,,,,Closed
PP-1354,594871,Seres Eco-Reset - configure marketing component,,,,,,,Closed
PP-1355,594872,"Seres Eco-Reset -  Configure Survey Gizmo, metadata, google analytics",,,,,,,Closed
PP-1356,594875,Seres Eco-Reset - configure CTMS data,,,,,,,Closed
PP-1357,594876,Seres Eco-Reset - referral db is configured,,,,,,,Closed
PP-1349,594866,Seres Eco-Reset - create new ePR instance (eco-resetstudy.com),,,,,,,Closed
PP-1889,643456,FR110 - Report Problem,Roche Sprint 2,,,,,,Closed
PP-1910,645239,US001 - US Patient Reg: Registration Confirmation Email,Roche Sprint 2,,,,,,Closed
PP-1897,643609,FR202 - Patient Reg: Registration Confirmation page,Roche Sprint 2,,,,,,Closed
PP-1873,643349,FR012 - Site Footer,Roche Sprint 2,,,,,,Closed
PP-1876,643353,FR015 - CAPTCHA,Roche Sprint 2,,,,,,Closed
PP-2867,668505,Additon of 4th study period column in 'about the study' section,,,,,,,Closed
PP-2910,674415,UAT feedback items from Lenny Bishop,,,,,,,Development In Progress
PP-1121,585000,Roche Registry - Create Sitecore Instance,Roche Sprint 1,,,,,,Closed
PP-1860,643280,Purchase Domain - www.ocrevuspregnancyregistry.com,Roche Sprint 1,,,,,,Closed
PP-3052,678801,Mobile phone number field default value,,,,,,,Closed
PP-743,543333,NFR-21 Page Load benchmarking,,,,,,,Closed
PP-794,544934,CR.com - Ongoing UI Checks,,,,,,,Closed
PP-744,543335,NFR-22 System Maintenance,,,,,,,Closed
PP-775,543388,NFR-54 SSL security,,,,,,,Closed
PP-2965,676025,Content Updates as per latest approved content documents,SPN - AZ MCL Sprint 4,,,,,,Closed
PP-1884,643451,FR105 - Indication and Important Safety Information page,Roche Sprint 1,,,,,,Closed
PP-1881,643448,FR102 - OCREVUS Pregnancy Registry page,Roche Sprint 1,,,,,,Closed
PP-760,543367,FR New platform database,,,,,,,Closed
PP-1880,643447,FR101 - Pregnancy and Relapsing MS page,Roche Sprint 1,,,,,,Closed
PP-1879,643445,FR100 - Home Page,Roche Sprint 1,,,,,,Closed
PP-1872,643348,FR011B - Site Header (design B),Roche Sprint 1,,,,,,Closed
PP-1869,643343,FR008 - Cookie Banner,Roche Sprint 1,,,,,,Closed
PP-2675,661528,Where a user is active the registration form cannot be resubmitted for them,,,,,,,Closed
PP-1868,643342,FR007 - 404 and 505 Error Pages,Roche Sprint 1,,,,,,Closed
PP-1888,643455,FR109 - Contact Us page,Roche Sprint 1,,,,,,Closed
PP-1887,643454,FR108 - Privacy Policy page,Roche Sprint 1,,,,,,Closed
PP-1886,643453,FR107 - Medication Guide page,Roche Sprint 1,,,,,,Closed
PP-1885,643452,FR106 - Prescribing Information,Roche Sprint 1,,,,,,Closed
PP-1883,643450,FR104 - About OCREVUS page,Roche Sprint 1,,,,,,Closed
PP-1882,643449,FR103 - FAQs page,Roche Sprint 1,,,,,,Closed
PP-2594,659433,Reporting on SMS communications from application,SPN - AZ MCL Sprint 4,,,,,,Rejected
PP-1999,647913,FR-009 - Logged in user follows ‘change password’ path,SPN - AZ MCL Sprint 1,,,,,,Closed
PP-759,543365,FR Migration of existing subscribers to new CR.Com platform,,,,,,,Closed
PP-697,536519,Technical - Data migration from existing CR.com to new revamped CR.com,,,,,,,Closed
PP-696,536517,As an email recipient I should be able to opt-out of receiving further comms,,,,,,,Closed
PP-695,536516,As a subscriber to emails/SMS I should be able to View & Edit my profile,,,,,,,Closed
PP-685,536506,As a visitor I should be able to see trials on CR.Com,,,,,,,Closed
PP-681,536501,As a visitor to CR.Com I should see the functionality to be able to change language,,,,,,,Closed
PP-680,536500,As a visitor to CR.com I should expect an IQVIA branded website and be able to navigate my way around,,,,,,,Closed
PP-2929,675326,Inline validation of the payment information,,,,,,,Closed
PP-2928,675324,Inline validation of investigator registration form,,,,,,,Closed
PP-682,536503,"As a HCP, various CTA's should direct me to the CR Connect Portal",,,,,,,Rejected
PP-2003,647917,FR-013 - A user logged into the application can update their account profile information  ,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2676,661651,AZ Demo 18th Oct Feedback Items,,,,,,,Closed
PP-3009,677853,Hide timezone field on communication preferences field,,,,,,,Closed
PP-2295,652611,FR-503 - Engagement communications unsubscribe path,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2837,666469,Add reimbursement amount field to response window record,SPN - AZ MCL Sprint 4,,,,,,Closed
PP-2277,652560,FR-101 A new user receives training including a ‘dummy’/test ePRO/questionnaire,SPN - AZ MCL Sprint 4,,,,,,Closed
PP-2889,670080,Update drug name selection content,,,,,,,Closed
PP-2294,652610,FR-502 - Engagement communications email template and reporting,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2560,655823," Invalid parameter values, key or timestamp in URL prompt 404 page to display",SPN - AZ MCL Sprint 4,,,,,,Closed
PP-2885,670073,Dashboard - action item widget wording change,,,,,,,Closed
PP-2894,670474,Re- model SurveyGizmo session ID Logic,,,,,,,Closed
PP-2300,652621,NFR-103 - Solution UI is optimised for older users,,,,,,,Rejected
PP-2732,662718,Changes based on final content review,SPN - AZ MCL Sprint 4,,,,,,Closed
PP-2890,670085,EQ5D slider functionality,,,,,,,Closed
PP-2888,670078,"Order of sections within questionnaire to be revised and ""Cancer History"" to be removed",,,,,,,Closed
PP-2593,659407,Data recorded on partial or full submission of a questionnaire,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-1991,647905,FR-001 New user is invited to the patient portal,SPN - AZ MCL Sprint 1,SPN - AZ MCL Sprint 4,,,,,Closed
PP-1996,647910,FR-006 - New user registers on the AZ MCL application,SPN - AZ MCL Sprint 1,,,,,,Closed
PP-2001,647915,FR-011 - Account log in failure and lock out criteria,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2279,652570,FR-202 - Association ePROs and other questionnaires to a review window,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2280,652574,FR-203 - Partially complete and no data provided questionnaire reminder notification(s),SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2281,652576,FR-204 - Reminders and engagement comms (email and SMS where applicable) are sent at “sociable” hours (7 AM to 9 PM) relative to the recipient’s time zone,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2278,652563,FR-201 - Association of a user to a schedule,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2282,652577,FR-205 - Reminder email templates,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2289,652594,FR-306 - Partially complete and not started questionnaires are reported to the study team,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2284,652579,FR-301 - questionnaire available for completion is accessible from the application,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2285,652580,FR-302 - User can access and complete an ePRO or other questionnaire ,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2288,652592,FR-305 - Partially complete questionnaire data is centrally collated within a response window and submitted to the eDC at the end of that window,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2287,652586,FR-304 - Partially complete questionnaires,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2293,652609,FR-501 - On registration the user is opted into receiving engagement communications,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2298,652619,NFR-101 - responsive solution,SPN - AZ MCL Sprint 4,,,,,,Closed
PP-2299,652620,NFR-102 - Solution functions across mobile devices,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2301,652622,NFR-104 - PHI and PII are stored in distinct environments,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2302,652623,NFR-201 - Content is content managed,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2306,652629,FR-703 - User has access to content sections on the patient portal,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2537,654516,Header logo on-click behaviour,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2559,655486,AZ MCL Changes to user profile section,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2845,666683,Baseline questionnaire demography section - age is dynamically calculated,SPN - AZ MCL Sprint 4,,,,,,Closed
PP-2577,657169,User profile change successful screens,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2304,652625,FR-701 - User is shown a welcome modal on first accessing the site.,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2595,659675,Eiger D-LIVR - Create new ePR instance [www.d-livrstudy.com],,,,,,,Closed
PP-2305,652627,FR-702 - User is shown a ‘dashboard’ having accessed the site,SPN - AZ MCL Sprint 2,,,,,,Closed
PP-2745,664067,Increase footer content font size by 2px,,,,,,,Closed
PP-2733,662769,Email links to my patients,,,,,,,Closed
PP-2725,662577,Login form -email address shouldn't be case-sensitive,,,,,,,Closed
PP-2743,663848,Content update for Patient Contacted Progress Widget,,,,,,,Closed
PP-2068,649781,Forgot password - security question,,,,,,,Closed
PP-2647,661007,IQVIA view - Issue with adding user after adding site from Manage Users page,,,,,,,Closed
PP-2744,664021,forbidden characters in temporary password,,,,,,,Closed
PP-2868,668543,UAT feedback - behaviour on following a URL to a specific page on the site (other than log in/dashboard),,,,,,,Rejected
PP-764,543373,NFR-43 Logging of db record changes,,,,,,,Closed
PP-769,543380,NFR-48 Monitoring for security breaches,,,,,,,Closed
PP-770,543381,NFR-49 Monitoring availability and performance,,,,,,,Closed
PP-771,543382,NFR-50 Monitoring utilisation,,,,,,,Closed
PP-772,543383,NFR-51 Monitoring backups,,,,,,,Closed
PP-773,543384,NFR-52 Notification of exceptions,,,,,,,Closed
PP-2047,649487,Printed Page Headers - Need more space and change to Research Intent Register,,,,,,,Closed
PP-2033,648988,PI - My Patients,,,,,,,Closed
PP-2070,649783,Missing pages,,,,,,,Closed
PP-2050,649490,ZIP Code,,,,,,,Closed
PP-2040,649355,IQVIA navigation on tablet,,,,,,,Closed
PP-2022,648586,404/505 error pages,,,,,,,Closed
PP-2073,649786,Patient vanity URL not populaitng site information,,,,,,,Closed
